domain,cohort,window,client_key,named,depth,has_number,metric_kinds,bucket_industry,bucket_craft,bucket_job,bucket_channel,bucket_model,bucket_stage,bucket_geo
elevendigital.nl,narrower,after,vivaranl,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
elevendigital.nl,narrower,after,trustenl,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
elevendigital.nl,narrower,after,interhome,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
elevendigital.nl,narrower,after,eastnomads,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
elevendigital.nl,narrower,after,aircruisecollection,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
elevendigital.nl,narrower,after,kameryck,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
elevendigital.nl,narrower,after,eelcosmitboekvoormannen,Y,logo-only,N,,Business & professional services,,,,,,
elevendigital.nl,narrower,after,42workspace,Y,logo-only,N,,Business & professional services,,,,,,
elevendigital.nl,narrower,after,jobpromo,Y,logo-only,N,,"Staffing, recruitment & HR",,,,,,
elevendigital.nl,narrower,after,inwork,Y,logo-only,N,,"Staffing, recruitment & HR",,,,,,
elevendigital.nl,narrower,after,burgernet,Y,logo-only,N,,Government & public sector,,,,,,
elstarcommunicatie.nl,narrower,after,beveiligingsbedrijfsetia,Y,detailed-tile,N,,Business & professional services,Branding & huisstijl,"Merk, huisstijl & verhaal",unknown,,,
elstarcommunicatie.nl,narrower,after,gemeentezoetermeer,Y,detailed-tile,N,,Government & public sector,Campagnes & creatieve concepten,,"Content, video & PR",,,Nederlandse stad of plaats
elstarcommunicatie.nl,narrower,after,,N,detailed-tile,N,,Government & public sector,unknown,unknown,Offline media & events,,,
elstarcommunicatie.nl,narrower,after,,N,detailed-tile,N,,,"Video, animatie & fotografie",,Offline media & events,,,
elstarcommunicatie.nl,narrower,after,,N,detailed-tile,N,,Healthcare & care,"Video, animatie & fotografie",Content & creatieve productie,,,,
elstarcommunicatie.nl,narrower,after,kwfkankerbestrijding,Y,detailed-tile,N,,,unknown,,,,,
elstarcommunicatie.nl,narrower,after,beveiligingsbedrijfsetia,Y,summary-tile,N,,,Branding & huisstijl,,,,,
elstarcommunicatie.nl,narrower,after,zoetermeer,Y,summary-tile,N,,,unknown,,,,,Nederlandse stad of plaats
elstarcommunicatie.nl,narrower,after,,N,summary-tile,N,,,"Video, animatie & fotografie",,Offline media & events,,,
elstarcommunicatie.nl,narrower,after,,N,summary-tile,N,,,unknown,,,,,
elstarcommunicatie.nl,narrower,after,,N,summary-tile,N,,Healthcare & care,"Video, animatie & fotografie",,,,,
elstarcommunicatie.nl,narrower,after,,N,summary-tile,N,,,unknown,,,,,
elstarcommunicatie.nl,narrower,after,,N,summary-tile,N,,,"Video, animatie & fotografie",,,,,
elstarcommunicatie.nl,narrower,after,,N,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
digidee.nl,control,before,ommerland,Y,logo-only,N,,,,,,,,
digidee.nl,control,before,ouderacademie,Y,logo-only,N,,,,,,,,
digidee.nl,control,before,boost,Y,logo-only,N,,"Construction, real estate & housing",,,,,,Heel Nederland (landelijk)
digidee.nl,control,before,actifaid,Y,logo-only,N,,Healthcare & care,,,,,,
digidee.nl,control,before,lambokoffie,Y,logo-only,N,,"Food, beverage & agriculture",Branding & huisstijl,,,,,
digidee.nl,control,before,enschedemarathon,Y,logo-only,N,,,,,,,,Nederlandse stad of plaats
digidee.nl,control,before,owk,Y,logo-only,N,,,,,,,,
digimedion.nl,control,before,deutrechtsetandartspraktijk,Y,quote-testimonial,N,,Healthcare & care,Online adverteren (paid ads),unknown,"SEA, display & overige paid advertising","Overheid, zorg & onderwijs",,
digimedion.nl,control,before,flexvak,Y,quote-testimonial,N,,"Staffing, recruitment & HR",Website & webdesign,,"SEA, display & overige paid advertising",,,
digimedion.nl,control,before,domoticavormgevers,Y,quote-testimonial,N,,,Website & webdesign,,"SEA, display & overige paid advertising",,,
digimedion.nl,control,before,tandartsovernamenl,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,before,smaragdexpress,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,before,haardencentrum,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
digimedion.nl,control,before,,N,logo-only,N,,"Construction, real estate & housing","Video, animatie & fotografie",,,,,
digimedion.nl,control,before,progeria,Y,logo-only,N,,Healthcare & care,Website & webdesign,,,,,
digimedion.nl,control,before,flexvak,Y,logo-only,N,,"Staffing, recruitment & HR",Website & webdesign,,,,,
digimedion.nl,control,before,karssenfinancieel,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,before,,N,logo-only,N,,Healthcare & care,Website & webdesign,,,,,
digimedion.nl,control,before,delaak,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",Website & webdesign,,,,,
digimedion.nl,control,before,dentalma,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,before,,N,quote-testimonial,N,,Healthcare & care,"Video, animatie & fotografie",,,,,
digimedion.nl,control,before,proebike,Y,logo-only,N,,,Campagnes & creatieve concepten,,,,,
digimedion.nl,control,before,,N,logo-only,N,,Healthcare & care,"Video, animatie & fotografie",,,,,
digimedion.nl,control,before,hoekschoeman,Y,logo-only,N,,"Construction, real estate & housing",Website & webdesign,,,,,
digimedion.nl,control,before,ubrush,Y,logo-only,N,,,Website & webdesign,,,Webshop consumenten (D2C),,
digimedion.nl,control,before,enwijdoenderestnl,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,before,kredietapk,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,before,,N,quote-testimonial,N,,Healthcare & care,"Video, animatie & fotografie",,,,,
digimedion.nl,control,before,,N,logo-only,N,,"Staffing, recruitment & HR","Video, animatie & fotografie",,,,,
digimedion.nl,control,before,,N,logo-only,N,,"Staffing, recruitment & HR","Video, animatie & fotografie",,,,,
digimedion.nl,control,before,,N,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
digimedion.nl,control,before,toppraktijk,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,before,hollandsmaatwerk,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,before,,N,logo-only,N,,"Staffing, recruitment & HR",Employer branding & recruitment,,,,,
digimedion.nl,control,before,derijdocent,Y,logo-only,N,,,Website & webdesign,,,,,
digimedion.nl,control,after,proindustry,Y,logo-only,N,,"Staffing, recruitment & HR","Video, animatie & fotografie",,,,,
digimedion.nl,control,after,,N,quote-testimonial,N,,Healthcare & care,"Video, animatie & fotografie",,,,,
digimedion.nl,control,after,proebike,Y,logo-only,N,,,Campagnes & creatieve concepten,,,,,
digimedion.nl,control,after,poorteijk,Y,logo-only,N,,,Branding & huisstijl,,,,,
digimedion.nl,control,after,haardencentrum,Y,logo-only,N,,,"Video, animatie & fotografie",,,,,
digimedion.nl,control,after,,N,logo-only,N,,"Construction, real estate & housing","Video, animatie & fotografie",,,,,
digimedion.nl,control,after,,N,quote-testimonial,N,,Healthcare & care,"Video, animatie & fotografie",,,,,
4foot8.nl,control,after,dsm,Y,full-case-page,N,,,"Video, animatie & fotografie",Content & creatieve productie,,,,
4foot8.nl,control,after,medtronicheerlen,Y,full-case-page,N,,,Campagnes & creatieve concepten,Events & activaties,,,,
4foot8.nl,control,after,pvdamaastricht,Y,full-case-page,N,,,"Video, animatie & fotografie",Content & creatieve productie,,,,Nederlandse stad of plaats
4foot8.nl,control,after,medtronicheerleneoc,Y,full-case-page,N,,,Branding & huisstijl,,,,,
4foot8.nl,control,after,medtroniccardiovascularoperationskerkrade,Y,full-case-page,N,,,"Video, animatie & fotografie",Content & creatieve productie,,,,
eenvoud.nl,control,after,hoorneboeg,Y,detailed-tile,N,,"Hospitality, tourism, sports & recreation",Website & webdesign,,Website & CMS,Zakelijke afnemers (B2B),,Nederlandse stad of plaats
eenvoud.nl,control,after,jacobsdouweegberts,Y,summary-tile,N,,,Apps & maatwerk platforms,,Apps & custom platforms,,,
eenvoud.nl,control,after,steeleryachts,Y,full-case-page,N,,"Construction, real estate & housing",Website & webdesign,Website verouderd of nieuw nodig,Multi-channel & omnichannel,,,Nederlandse stad of plaats
eenvoud.nl,control,after,royalagrifirm,Y,full-case-page,N,,,Campagnes & creatieve concepten,Bewustwording & gedragsverandering,"Branding, campagne & activatie",Consumentenmarkt offline,,Heel Nederland (landelijk)
dutchblue.nl,control,before,hitachiconstructionmachineryeurope,Y,full-case-page,N,,,Website & webdesign,Website verouderd of nieuw nodig,,,,Internationaal / wereldwijd
dutchblue.nl,control,before,o2factoring,Y,full-case-page,N,,Healthcare & care,SEO & vindbaarheid,Lancering nieuw product of concept,SEO & organische vindbaarheid,Zakelijke afnemers (B2B),Startup / jong / groeiend,
dutchblue.nl,control,before,oazsubsidieadvies,Y,full-case-page,Y,conversion;ad_performance,Business & professional services,Website & webdesign,Website verouderd of nieuw nodig,Multi-channel & omnichannel,,,
dutchblue.nl,control,before,rondomwerk,Y,full-case-page,N,,"Staffing, recruitment & HR",Website & webdesign,Website verouderd of nieuw nodig,"SEA, display & overige paid advertising",,,
dutchblue.nl,control,before,rooseveltkliniek,Y,full-case-page,N,,Healthcare & care,Website & webdesign,Beter vindbaar in Google,,Consumentenmarkt offline,,Regionaal (binnen Nederland)
conversiepartners.nl,narrower,after,babyplus,Y,full-case-page,Y,revenue_sales,Retail & e-commerce (general consumer goods),Campagnes & creatieve concepten,Groei & nieuwe markten,"SEA, display & overige paid advertising",Webshop consumenten (D2C),,Regionaal (binnen Nederland)
conversiepartners.nl,narrower,after,climerbenelux,Y,full-case-page,Y,leads_inquiries,Retail & e-commerce (general consumer goods),Content & copywriting,Lancering nieuw product of concept,"SEA, display & overige paid advertising",Zakelijke afnemers (B2B),,Heel Nederland (landelijk)
conversiepartners.nl,narrower,after,dirkdewitmode,Y,full-case-page,Y,revenue_sales,,"E-mailmarketing, automation & funnels",unknown,"SEA, display & overige paid advertising",Webshop consumenten (D2C),,
conversiepartners.nl,narrower,after,glashandeldekroon,Y,full-case-page,Y,leads_inquiries,,Online adverteren (paid ads),Advertenties & campagnes renderen niet,"SEA, display & overige paid advertising",,,
akqa.com,control,before,akqa,Y,full-case-page,N,,,"Video, animatie & fotografie",Bewustwording & gedragsverandering,unknown,,,
akqa.com,control,before,akqa,Y,full-case-page,N,,,Strategie & advies,Bewustwording & gedragsverandering,Apps & custom platforms,,,
akqa.com,control,before,akqa,Y,full-case-page,Y,other,,Apps & maatwerk platforms,,Apps & custom platforms,,,Specifiek buitenland
akqa.com,control,before,akqa,Y,full-case-page,Y,other,,Apps & maatwerk platforms,Bewustwording & gedragsverandering,Website & CMS,,,
akqa.com,control,before,alfuttaimtoyota,Y,full-case-page,Y,reach_views,,unknown,Bewustwording & gedragsverandering,Social media organisch,,,Specifiek buitenland
daylinq.nl,control,after,almeregroengezond,Y,summary-tile,N,,,Website & webdesign,,,,,
daylinq.nl,control,after,abcprofessionals,Y,logo-only,N,,,,,,,,
daylinq.nl,control,after,ruuddewild,Y,summary-tile,N,,,Apps & maatwerk platforms,,,,,
daylinq.nl,control,after,lebara,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
daylinq.nl,control,after,energieflex,Y,summary-tile,N,,,Branding & huisstijl,,,,,
daylinq.nl,control,after,,N,summary-tile,N,,"Construction, real estate & housing",Campagnes & creatieve concepten,,,,,
daylinq.nl,control,after,sonymusicentertainment,Y,quote-testimonial,N,,,Website & webdesign,,,,,
daylinq.nl,control,after,americanchamberofcommerce,Y,quote-testimonial,N,,,Branding & huisstijl,,,,,
daylinq.nl,control,after,,Y,quote-testimonial,N,,,,,,,,
daylinq.nl,control,after,almeregroengezond,Y,summary-tile,N,,,Website & webdesign,,,,,
daylinq.nl,control,after,abcprofessionals,Y,logo-only,N,,,,,,,,
daylinq.nl,control,after,ruuddewild,Y,summary-tile,N,,,Apps & maatwerk platforms,,,,,
daylinq.nl,control,after,americanchamberofcommerce,Y,summary-tile,N,,,Branding & huisstijl,,,,,
daylinq.nl,control,after,dpait,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
daylinq.nl,control,after,urbangreenstore,Y,summary-tile,N,,Retail & e-commerce (general consumer goods),,,,,,unknown
daylinq.nl,control,after,digitrans,Y,summary-tile,N,,,Branding & huisstijl,,,,,
daylinq.nl,control,after,secretgarden,Y,summary-tile,N,,,Branding & huisstijl,,,,,
dbk.nl,control,before,medprevent,Y,full-case-page,Y,other,Healthcare & care,Website & webdesign,Website verouderd of nieuw nodig,SEO & organische vindbaarheid,Zakelijke afnemers (B2B),Groot / corporate / marktleider,Regionaal (binnen Nederland)
dbk.nl,control,before,corendonhotelsresorts,Y,summary-tile,N,,,Website & webdesign,,,,,
dbk.nl,control,before,dansk,Y,summary-tile,Y,conversion,,Strategie & advies,,,,,
dbk.nl,control,before,dehaanadvocatennotarissen,Y,summary-tile,N,,,Website & webdesign,,,,,
dbk.nl,control,before,dolfinarium,Y,summary-tile,N,,,Website & webdesign,,,,,
dbk.nl,control,before,evillage,Y,summary-tile,N,,,Website & webdesign,,,,,
dbk.nl,control,before,easysit,Y,summary-tile,N,,Retail & e-commerce (general consumer goods),Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,Heel Nederland (landelijk)
dbk.nl,control,before,kenonz,Y,summary-tile,N,,,Apps & maatwerk platforms,,,,,
dbk.nl,control,before,mijngascorenl,Y,summary-tile,N,,Healthcare & care,,,,,,
dbk.nl,control,before,panalytical,Y,summary-tile,N,,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,Internationaal / wereldwijd
dbk.nl,control,before,qps,Y,summary-tile,N,,,Strategie & advies,,,,,
dbk.nl,control,before,,N,summary-tile,Y,leads_inquiries,Healthcare & care,Online adverteren (paid ads),,Social media paid,,,
dbk.nl,control,before,umcg,Y,summary-tile,N,,,Apps & maatwerk platforms,,,,,
dbk.nl,control,before,waqosta,Y,summary-tile,N,,"Software, IT & telecom",,,,,,
dbk.nl,control,before,westcordhotels,Y,summary-tile,N,,"Hospitality, tourism, sports & recreation",,,,,,unknown
baasenbaas.nl,control,after,actief65,Y,full-case-page,Y,leads_inquiries,"Staffing, recruitment & HR","Online marketing, performance & CRO",Beter vindbaar in Google,Social media organisch,,,Heel Nederland (landelijk)
baasenbaas.nl,control,after,alpacaloca,Y,full-case-page,Y,ad_performance,"Fashion, beauty & personal goods","Online marketing, performance & CRO","Meer leads, aanvragen & verkoop",Social media organisch,,,
baasenbaas.nl,control,after,alysfinestaccommodations,Y,full-case-page,Y,conversion,"Hospitality, tourism, sports & recreation",Social media content & beheer,"Merk, huisstijl & verhaal",Multi-channel & omnichannel,,,Regionaal (binnen Nederland)
baasenbaas.nl,control,after,ems,Y,summary-tile,N,,,Social media content & beheer,,,,,
baasenbaas.nl,control,after,energieadviesnederland,Y,summary-tile,N,,,Branding & huisstijl,,,,,
baasenbaas.nl,control,after,bigenhoyu,Y,summary-tile,N,,,Website & webdesign,,,,,
baasenbaas.nl,control,after,studiopainted,Y,summary-tile,N,,,Webshop & e-commerce,,Webshop & e-commerceplatform,Gemengd,,
baasenbaas.nl,control,after,mrkitchens,Y,summary-tile,N,,,SEO & vindbaarheid,,Website & CMS,,,
baasenbaas.nl,control,after,ouiloveit,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,kaartenatlassen,Y,summary-tile,N,,,Website & webdesign,,Webshop & e-commerceplatform,,,
baasenbaas.nl,control,after,drweversgerichteseoaanpak,Y,summary-tile,Y,other,,SEO & vindbaarheid,,"SEA, display & overige paid advertising",,,
baasenbaas.nl,control,after,restaurantelysianne,Y,summary-tile,Y,leads_inquiries,,PR & influencer marketing,,,,,
baasenbaas.nl,control,after,sail2025amsterdamsailing,Y,summary-tile,N,,,Website & webdesign,,,,,
baasenbaas.nl,control,after,restaurantcomer,Y,summary-tile,Y,reach_views,,Website & webdesign,,,,,
baasenbaas.nl,control,after,alysfinestaccommodations,Y,summary-tile,Y,conversion,,Social media content & beheer,,,,,
baasenbaas.nl,control,after,mimamsterdam,Y,summary-tile,Y,other,,Social media content & beheer,,Social media organisch,,,
baasenbaas.nl,control,after,bakersbananas,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,rubenphilipsephotography,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,ismclubhousewest,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,potterypots,Y,summary-tile,N,,,Online adverteren (paid ads),,,,,Internationaal / wereldwijd
baasenbaas.nl,control,after,pancakesamsterdam,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,dgtlhealth,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,drelianbrenninkmeijer,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,noorderbloemen,Y,summary-tile,N,,,Webshop & e-commerce,,Webshop & e-commerceplatform,,,
baasenbaas.nl,control,after,droomboter,Y,summary-tile,N,,,Campagnes & creatieve concepten,,"E-mail, CRM & marketing automation",,,
baasenbaas.nl,control,after,hemelsafbouw,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,hetancker,Y,summary-tile,N,,,Webshop & e-commerce,,Webshop & e-commerceplatform,Zakelijke afnemers (B2B),,
baasenbaas.nl,control,after,enify,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,studionoos,Y,summary-tile,N,,,Webshop & e-commerce,,Webshop & e-commerceplatform,,,
baasenbaas.nl,control,after,staanfinance,Y,summary-tile,N,,,SEO & vindbaarheid,,,,,
baasenbaas.nl,control,after,dleenergy,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,sophiefalkena,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
baasenbaas.nl,control,after,klaartjequirijns,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
